Model,Username,User_Country,User_Province,User_City,User_PostalCode,Numpublication,NumPublicationAdoption,NumPublicationHelp,NumPublicationStray,NumComment,UserAge,Work,Studies,"Marital Status",Children,Housing,"Other Pets",NumPets,Gender,Specie,Chip,Sex,Race,Age,State
AnimalShelter,Jason,Mexico,Formentera,Extremadura,53215,2293,696,235,1362,845,39,Contador,Ciencias políticas,divorced,19,,dog,16,other,other,yes,intact_male,Terrier cazador alemán,10,sick
AnimalAdoption,Charles,Pakistan,Gran Canaria,Huelva,35598,2627,1467,709,451,1475,88,Cocinero,Ingeniería mecánica y metalurgia,separated,4,duplex,,15,other,turtles,unknown,intact_female,Keeshond,1,dead
PublicationAdoption,Luis,Colombia,Orense,Santiago de Compostela,78146,1201,331,80,790,1573,100,Artesano,Derecho,married,17,flat,,0,other,cat,,intact_male,Lundehund Noruego,14,dead
Animal,Robert,Honduras,La Palma,Bilbao,96933,2162,1989,59,114,1674,48,Politólogo,Negocios y comercio,married,15,bungalows,cat,19,male,snake,,unknow,Mudi,6,unknown
AnimalShelter,Mariam,Republica de Irlanda,Palencia,Sestao,13664,2867,1686,825,356,1659,95,Cocinero,Trabajo y atención social,married,14,apartment,dog,10,male,other,yes,neutered_female,Shar Pei,3,healthy
Animal,Jacqueline,Singapur,Barcelona,Terrassa,56138,4104,1982,1095,1027,674,94,Cerrajero,Bellas artes,relationship,6,attic,snake,20,,cat,no,neutered_female,Schnauzer estándar,8,adopted
AnimalShelter,Gwendolyn,Republica de Irlanda,Girona,Málaga,46862,4100,1873,1789,438,1660,30,Enfermero,Sociología y antropología,relationship,19,quadplex,bunny,6,other,bunny,,unknow,Galgo Italiano,2,unknown
Pages,Joyce,Venezuela,Guipuzcoa,Avilés,67440,3808,1699,1414,695,1811,8,Electricista,Trabajo y atención social,,14,,dog,17,female,,,,,0,
Pages,Gail,Guatemala,Córdoba,Melilla,80283,2662,384,1069,1209,343,39,Archivólogo,Mercadotecnia y publicidad,separated,1,ground floor with garden,,9,male,,,,,0,
AnimalShelter,Susie,Reino Unido,Almería,Guadalajara,20367,4295,536,1909,1850,1952,29,Químico,Administración y gestión de empresas,divorced,18,duplex,cat,3,male,snake,no,castrated_male,Gran Munsterlander,1,vet
AnimalShelter,Robert,Nicaragua,Huelva,Coín,96310,2767,191,1812,764,1211,17,Periodista,Contabilidad y fiscalización,married,1,studio,turtles,4,male,bunny,unknown,neutered_female,Sabueso Español,15,vet
Pages,Lawrence,Paraguay,Gran Canaria,Cantabria,88490,2324,1376,830,118,572,15,Físico,Ingeniería química,,7,loft,dog,20,male,,,,,0,
AnimalAdoption,Diane,Panama,Fuerteventura,Santiago de Compostela,56742,4808,1890,1647,1271,1960,93,Músico,Ingeniería mecánica y metalurgia,married,8,quadplex,cat,4,other,turtles,yes,unknow,Husky Siberiano (Siberian Husky),17,adopted
Animal,Blanca,Peru,Las Palmas de Gran Canaria,Badalona,71381,1827,768,628,431,1826,53,Carpintero,Mercadotecnia y publicidad,,7,loft,other,18,nobinary,cat,no,neutered_female,Terrier australiano (Australian terrier),17,healthy
Pages,Thelma,India,Huelva,Ferrol,86588,3425,1560,1544,321,497,42,Arquitecto,Tecnología y protección del medio ambiente,divorced,18,,other,16,nobinary,,,,,0,
AnimalShelter,Mary,Cuba,Ceuta,Segovia,37696,2623,1114,663,846,281,29,Politólogo,ESO,divorced,5,loft,other,3,nobinary,snake,unknown,neutered_female,Tosa,5,sick
Animal,Raymond,Reino Unido,Huelva,Eibar,59069,3268,1611,730,927,1826,2,Lavandero,Ingeniería Informatica,separated,2,quadplex,,19,male,bunny,,intact_female,Kishu,0,unknown
AnimalShelter,James,Nicaragua,Granada,Carmona,45755,3967,903,1072,1992,63,48,Botánico,Ingeniería química,married,2,detached house,turtles,14,other,bunny,yes,unknow,Seppala Siberiano,8,sick
Animal,Pamela,Panama,Huelva,Castile–La Mancha,68107,2319,910,420,989,792,7,Físico,Psicología,,20,triplex,cat,7,male,snake,,intact_male,Braco de Auvernia,17,healthy
AnimalAdoption,Virgil,Alemania,La Rioja,Lora del Río,39242,3740,1397,1320,1023,1858,18,Ingeniero,Negocios y comercio,separated,13,triplex,,20,nobinary,cat,unknown,unknow,Gran Perro Japonés,5,adopted
Animal,Alicia,Francia,Orense,Girona,37121,1159,235,740,184,1973,19,Ingeniero,Ingeniería química,divorced,13,bungalows,cat,5,male,other,unknown,intact_male,Schipperke,7,sick
AnimalAdoption,Andrea,Guinea Ecuatorial,Albacete,Baza,66036,2353,178,769,1406,194,73,Cocinero,Contabilidad y fiscalización,,7,semi-detached house,hamster,9,female,bunny,,unknow,Shar Pei,10,vet
AnimalShelter,Rodney,Pakistan,Fuerteventura,El Escorial,74929,3615,1542,1623,450,1815,28,Periodista,Contabilidad y fiscalización,,7,bungalows,bunny,18,,bunny,unknown,castrated_male,Staffordshire terrier americano,2,healthy
PublicationAdoption,Enrique,Republica de Irlanda,Pontevedra,Santander,95779,4865,1512,1704,1649,1558,23,Músico,Ingeniería mecánica y metalurgia,divorced,5,apartment,,17,nobinary,bunny,unknown,intact_female,Mastiff,18,unknown
PublicationAdoption,Laurel,Republica de Irlanda,Asturias,Morón de la Frontera,73091,3184,1652,731,801,333,94,,Magisterio,,11,ground floor,bunny,5,nobinary,turtles,no,intact_male,Vizsla,2,dead
AnimalShelter,Lauren,Pakistan,Orense,Oviedo,52688,1887,1185,633,69,344,81,Politólogo,Negocios y comercio,relationship,12,semi-detached house,snake,12,,hamster,yes,neutered_female,Rhodesian Ridgeback,15,vet
Animal,Jerry,Reino Unido,Mallorca,Barakaldo,56457,3743,1259,1200,1284,512,42,Químico,Ciencias políticas,single,3,semi-detached house,dog,17,other,turtles,,unknow,Dandie dinmont terrier,12,vet
AnimalShelter,Curtis,El Salvador,Huesca,Motril,46597,2390,702,502,1186,1698,39,Profesor,Economía,married,13,attic,turtles,6,female,cat,unknown,intact_female,Basset Azul de Gascuña (Basset Bleu de Gascogne),8,foster
Animal,Martha,Colombia,Segovia,Luarca,25621,3085,1108,1216,761,256,86,Frutero,Tecnología y protección del medio ambiente,separated,9,studio,other,9,other,other,yes,neutered_female,Lhasa Apso,6,sick
Pages,Anthony,Guinea Ecuatorial,Zamora,Algeciras,64789,2360,1996,280,84,167,93,Profesor,Criminología,,2,,,18,other,,,,,0,
AnimalAdoption,Antonio,Chile,Tenerife,Carmona,85496,4276,1287,1565,1424,1205,17,Electricista,Tecnologías de la información y comunicación,married,13,studio,snake,2,female,hamster,,unknow,Terrier tibetano,17,dead
AnimalAdoption,Christina,Panama,Palencia,Málaga,11323,5247,1694,1766,1787,1150,77,Ingeniero,Derecho,,12,duplex,dog,1,,hamster,unknown,neutered_female,Flat Coated Retriever,4,adopted
AnimalShelter,Kendra,Chile,Cáceres,Murcia,64874,3343,813,1017,1513,1314,37,Frutero,Trabajo y atención social,single,2,bungalows,hamster,17,nobinary,cat,yes,castrated_male,Setter Irlandés,3,dead
AnimalShelter,Lessie,Alemania,Mallorca,Don Benito,81616,2861,1637,1127,97,927,53,Cerrajero,Tecnologías de la información y comunicación,,3,duplex,,20,other,dog,unknown,castrated_male,English Toy Terrier,15,healthy
AnimalShelter,Jason,Nicaragua,Soria,Vilagarcía de Arousa,28634,4459,1757,1767,935,469,30,Psicólogo,ESO,,4,ground floor,dog,19,,turtles,yes,neutered_female,Terrier brasilero,3,vet
AnimalAdoption,James,El Salvador,Ciudad Real,Vilanova i la Geltrú,98886,3948,546,1486,1916,1373,15,Politólogo,Mercadotecnia y publicidad,separated,5,flat,dog,7,nobinary,hamster,,castrated_male,Bavarian Mountain Scenthound,19,dead
Animal,Olga,Alemania,La Palma,Córdoba,60815,2381,1240,559,582,1102,6,Archivólogo,Sociología y antropología,,13,triplex,turtles,20,male,snake,,castrated_male,Drever,19,sick
Animal,Leonard,Colombia,Barcelona,,61071,4228,1009,1702,1517,1781,56,Filólogo,Magisterio,married,5,semi-detached house,other,4,other,cat,yes,intact_female,Spaniel de Campo,10,sick
Animal,Amanda,Malta,Zamora,Priego de Córdoba,42667,2789,381,547,1861,224,94,Bibliotecólogo,Contabilidad y fiscalización,,19,ground floor with garden,other,10,,dog,yes,neutered_female,Schnauzer miniatura (Zwergschnauzer),7,healthy
Pages,Brian,Guatemala,Zaragoza,Maó,10543,2182,1069,538,575,1894,66,Paleontólogo,Trabajo y atención social,separated,18,triplex,snake,0,female,,,,,0,
Pages,Gordon,Honduras,Barcelona,Portugalete,84444,925,468,41,416,1691,5,,Contabilidad y fiscalización,single,15,terraced house,dog,1,,,,,,0,
PublicationAdoption,Deborah,Uruguay,Málaga,Lleida,46949,3513,488,1664,1361,29,88,Ingeniero,Mercadotecnia y publicidad,separated,10,duplex,snake,17,male,hamster,,neutered_female,Sabueso Francés tricolor,16,healthy
AnimalAdoption,Ian,Bolivia,Alava,Las Palmas,50063,3323,551,1162,1610,1736,66,Químico,ESO,married,8,duplex,dog,15,,snake,no,neutered_female,Tchuvatch eslovaco,6,foster
AnimalShelter,Alan,Francia,Pontevedra,Almadén,32423,1844,1330,281,233,1916,33,Contador,"Negocios y administración, programas multidisciplinarios o generales",married,9,flat,bunny,5,other,cat,unknown,castrated_male,Sabueso de Istria,19,foster
Animal,Joseph,Panama,Vizcaya,Utrera,95338,2967,899,1227,841,1321,28,Sociólogo,Ingeniería Informatica,divorced,6,duplex,turtles,10,other,dog,unknown,neutered_female,Gran Danés (Dogo Aleman),6,sick
AnimalShelter,Michelle,Guatemala,Cádiz,Ribeira,19151,3584,1303,608,1673,1441,22,Paleontólogo,Tecnologías de la información y comunicación,relationship,20,duplex,bunny,13,nobinary,hamster,,intact_female,Gran Basset Griffon Vendeano,14,adopted
PublicationAdoption,Michael,Cuba,Málaga,Badajoz,87918,5091,1694,1937,1460,410,2,Químico,Administración y gestión de empresas,relationship,20,apartment,cat,9,other,dog,unknown,castrated_male,Kerry blue terrier,10,other
AnimalAdoption,Perry,Costa Rica,Zamora,Cabra,53434,1992,8,731,1253,880,50,Ingeniero,Administración y gestión de empresas,,14,ground floor,bunny,19,,bunny,no,intact_female,Keeshond,8,adopted
PublicationAdoption,Eric,Guinea Ecuatorial,Zaragoza,Alcázar de San Juan,69206,2519,1243,213,1063,958,28,Mecánico,Ingeniería mecánica y metalurgia,separated,5,apartment,dog,3,male,turtles,no,unknow,Kishu,4,healthy
AnimalShelter,Louie,Malta,Almería,Almendralejo,77030,2815,1127,279,1409,1962,36,Computista,Psicología,,11,,dog,4,male,turtles,,castrated_male,Basenji,17,vet
Pages,Trevor,India,El Hierro,Chiclana de la Frontera,29087,3081,1695,199,1187,584,16,Lavandero,Sociología y antropología,relationship,20,,hamster,17,,,,,,0,
AnimalShelter,Jami,Peru,Huesca,Martos,36794,3556,342,1320,1894,1736,74,Psicólogo,Mercadotecnia y publicidad,,3,apartment,,13,female,hamster,,neutered_female,Finnish Lapphound,8,healthy
AnimalShelter,Clarence,El Salvador,Tarragona,Girona,25337,3676,1843,683,1150,699,15,Físico,Negocios y comercio,separated,7,detached house,hamster,17,,dog,no,intact_male,Spaniel Francés,13,adopted
Animal,Thomas,Cuba,Ciudad Real,Santa Coloma de Gramenet,79050,3225,1708,64,1453,458,97,Electricista,Administración y gestión de empresas,single,17,triplex,other,13,female,bunny,unknown,castrated_male,Sabueso de Hannover,16,vet
AnimalShelter,Dennis,Colombia,Cádiz,Mataró,28178,3587,130,1596,1861,103,37,Botánico,Psicología,relationship,10,,,10,,snake,yes,neutered_female,Australian Terrier,19,foster
Animal,Jennifer,Republica Dominicana,Ciudad Real,Ourense,96430,2407,885,786,736,933,5,Geógrafo,Tecnología y protección del medio ambiente,married,11,semi-detached house,hamster,17,,cat,no,unknow,Sabueso de Istria,10,healthy
AnimalAdoption,Sheba,Argentina,Segovia,Granada,90010,4159,1778,952,1429,984,74,Lavandero,Mercadotecnia y publicidad,relationship,8,duplex,other,20,nobinary,snake,yes,intact_female,Sabueso Estirio de pelo duro,9,vet
AnimalShelter,Charles,Reino Unido,Castellón,Aranjuez,67014,3495,1663,433,1399,645,10,Arquitecto,Negocios y comercio,divorced,5,flat,hamster,13,,dog,no,neutered_female,Lundehund Noruego,9,foster
Animal,Rachel,Uruguay,Cuenca,Zamora,63025,3677,932,1328,1417,912,28,,Economía,,13,ground floor with garden,hamster,3,,other,yes,neutered_female,Golden Retriever,8,sick
PublicationAdoption,Herbert,Venezuela,La Palma,Tortosa,12302,2154,38,726,1390,1800,85,Arquitecto,Tecnologías de la información y comunicación,separated,20,ground floor with garden,hamster,14,,other,,unknow,Drentse Partridge Dog,20,other
Animal,Anthony,Costa Rica,Pontevedra,Morón de la Frontera,89707,3044,926,1053,1065,1062,28,Botánico,"Negocios y administración, programas multidisciplinarios o generales",married,11,attic,other,9,male,hamster,,castrated_male,Jindo Coreano,1,vet
Animal,Donald,Pakistan,Almería,Valladolid,73247,3203,1815,844,544,597,16,Electricista,Economía,divorced,14,triplex,other,7,female,turtles,,intact_female,Caniche Toy (Toy Poodle),4,unknown
AnimalAdoption,John,Argentina,Vizcaya,Mérida,11781,4696,1764,1605,1327,241,14,Geógrafo,Tecnología y protección del medio ambiente,divorced,19,studio,other,11,,snake,unknown,neutered_female,Boyero de Appenzell,15,dead
PublicationAdoption,Maria,Chile,Fuerteventura,Antequera,14164,1814,1231,386,197,346,65,Lavandero,Bellas artes,,11,apartment,turtles,2,other,turtles,no,intact_female,Setter Inglés,20,dead
PublicationAdoption,James,Honduras,Burgos,Luarca,43009,3056,1109,1345,602,342,80,Enfermero,Negocios y comercio,separated,16,ground floor with garden,cat,15,,hamster,no,neutered_female,Basenji,3,unknown
PublicationAdoption,Lashandra,Reino Unido,Cuenca,Melilla,67286,4014,657,1566,1791,679,62,Músico,Mercadotecnia y publicidad,relationship,19,quadplex,snake,2,,cat,no,castrated_male,Dogo del Tibet,0,unknown
PublicationAdoption,Ashley,Reino Unido,Lanzarote,La Orotava,10903,2577,1393,1070,114,1921,99,Matemático,Magisterio,relationship,14,loft,snake,17,female,snake,yes,neutered_female,Mastín Español,11,adopted
Pages,John,Singapur,Alicante,Llívia,45495,1671,120,833,718,1284,12,Lechero,"Negocios y administración, programas multidisciplinarios o generales",single,8,triplex,,0,male,,,,,0,
Animal,Michael,Guatemala,Ciudad Real,Basque Country,89898,4266,505,1776,1985,1890,76,Artesano,Mercadotecnia y publicidad,married,7,flat,cat,10,,other,yes,intact_female,Affenpinscher,8,unknown
Animal,Marguerite,Nicaragua,Lérida,L’Hospitalet de Llobregat,49857,4885,1417,1900,1568,561,26,Filólogo,Psicología,married,17,semi-detached house,snake,16,female,hamster,yes,intact_female,Frisian Pointer,8,other
Animal,Jonathon,Alemania,Orense,Pontevedra,56470,5253,1798,1948,1507,924,20,Paleontólogo,Ingeniería mecánica y metalurgia,,1,terraced house,hamster,5,male,turtles,no,intact_male,Gordon Setter,11,vet
AnimalShelter,Melisa,Pakistan,El Hierro,,30473,2927,713,448,1766,68,63,Botánico,Negocios y comercio,separated,16,apartment,other,19,nobinary,bunny,no,intact_male,Spaniel Alemán (German Wachtelhund),20,foster
AnimalAdoption,Paul,Reino Unido,Las Palmas de Gran Canaria,Getafe,69580,1755,199,634,922,1573,72,Farmacólogo,Bellas artes,,1,ground floor with garden,snake,16,female,cat,yes,unknow,Lebrel Afgano,14,sick
Pages,Rodney,Ecuador,Valencia,Vitoria-Gasteiz,15753,4135,702,1457,1976,210,24,Contador,Criminología,relationship,9,semi-detached house,cat,19,other,,,,,0,
AnimalShelter,Julie,Alemania,Castellón,Tomelloso,24784,4893,1450,1565,1878,517,66,Lechero,Mercadotecnia y publicidad,separated,6,semi-detached house,cat,4,,hamster,unknown,castrated_male,Terrier cazador alemán,20,dead
Animal,Ina,Costa Rica,Málaga,Lucena,92168,4576,1868,1816,892,1104,79,Frutero,Tecnología y protección del medio ambiente,divorced,4,ground floor,cat,6,,hamster,no,castrated_male,Cocker Spaniel Inglés,3,sick
Animal,Cynthia,Alemania,Alicante,Barakaldo,78322,3601,1794,722,1085,1459,14,Farmacólogo,"Finanzas, banca y seguros",separated,7,apartment,,7,,dog,yes,castrated_male,Grand Bleu de Gascogne,2,foster
Animal,Ramona,Nicaragua,Orense,Navarra,22698,4749,1981,1923,845,1721,87,,Ingeniería Informatica,relationship,11,flat,cat,7,other,bunny,,neutered_female,Bichón Habanero,4,unknown
Animal,Larry,Colombia,Barcelona,Castile–La Mancha,57852,2109,25,381,1703,516,68,Carpintero,Criminología,divorced,17,duplex,hamster,11,male,cat,yes,intact_female,Bull terrier,12,sick
AnimalShelter,Robert,Malta,Girona,Valladolid,22328,4447,1901,1328,1218,227,92,Historiador,Criminología,divorced,19,quadplex,other,7,female,bunny,,unknow,Billy,16,other
AnimalAdoption,Alvin,Mexico,Sevilla,Martos,62534,4977,1511,1932,1534,1263,16,Electricista,Psicología,separated,7,flat,other,16,female,cat,unknown,intact_male,King Charles Spaniel,14,unknown
PublicationAdoption,Paul,Malta,El Hierro,Barakaldo,48768,3836,180,1916,1740,1595,30,Filólogo,Magisterio,separated,10,ground floor with garden,snake,6,,other,unknown,neutered_female,Collie de Pelo Cort,2,vet
AnimalAdoption,Blanch,Alemania,Castellón,Utrera,40203,2474,1470,205,799,1746,17,Biólogo,Contabilidad y fiscalización,separated,8,studio,other,11,female,turtles,unknown,neutered_female,Cirneco del Etna,13,vet
Pages,Joan,Guatemala,Lugo,Sestao,52784,1552,143,783,626,171,65,Músico,Psicología,,12,ground floor with garden,snake,7,female,,,,,0,
AnimalShelter,Dana,Alemania,Murcia,Trujillo,98795,1972,582,94,1296,1349,88,Lechero,Economía,separated,3,,,4,male,bunny,unknown,neutered_female,Elkhound Noruego,12,sick
Animal,Frank,Guinea Ecuatorial,Salamanca,Segovia,96235,2093,1745,346,2,520,7,Mecánico,ESO,married,19,triplex,turtles,15,nobinary,snake,unknown,intact_female,Otterhound,14,dead
Pages,Nancy,Francia,Murcia,Madrid,49197,3644,831,1276,1537,1355,15,Técnico de sonido,Negocios y comercio,divorced,0,bungalows,cat,12,nobinary,,,,,0,
AnimalShelter,Vernon,Colombia,Córdoba,Arucas,17590,3832,908,1781,1143,1552,24,Periodista,Bellas artes,divorced,14,ground floor,snake,19,female,other,unknown,neutered_female,Basset Leonado de Bretaña (Basset fauve de Bretagne),16,healthy
Animal,Rex,Ecuador,Ibiza,Ciudad Real,13896,2851,1301,529,1021,1823,67,Artesano,"Negocios y administración, programas multidisciplinarios o generales",single,1,loft,dog,0,nobinary,other,unknown,intact_male,Tosa,0,foster
Pages,Barbara,Cuba,Badajoz,Cartagena,30100,1788,55,1154,579,1027,4,Electricista,Administración y gestión de empresas,single,14,loft,turtles,13,other,,,,,0,
AnimalAdoption,Julia,Panama,Zaragoza,Arucas,33833,2802,1587,866,349,1655,42,Paramédico,Mercadotecnia y publicidad,married,20,semi-detached house,,17,male,dog,no,intact_female,Terrier galés,19,dead
Pages,Patrick,Uruguay,Ibiza,Castile–La Mancha,64095,2259,35,302,1922,613,36,Físico,Ingeniería mecánica y metalurgia,,7,loft,bunny,3,nobinary,,,,,0,
AnimalAdoption,Judy,Honduras,Córdoba,Girona,77842,3889,1724,1599,566,452,70,Médico cirujano,Ingeniería Informatica,divorced,18,semi-detached house,dog,2,female,dog,unknown,castrated_male,Sarplaninac,13,vet
AnimalAdoption,Margaret,Singapur,Ibiza,Priego de Córdoba,98675,1796,1217,376,203,996,0,Paramédico,Negocios y comercio,,10,loft,bunny,14,other,snake,yes,neutered_female,Beauceron,2,dead
AnimalAdoption,Mary,Guinea Ecuatorial,Girona,Las Palmas,45066,3133,1250,1021,862,1896,91,Electricista,ESO,separated,18,ground floor,snake,15,male,dog,,intact_male,Ca de Bestiar,4,vet
AnimalAdoption,Jacqueline,Cuba,Barcelona,Teruel,70131,2930,1154,928,848,517,65,Cocinero,Criminología,separated,14,ground floor with garden,hamster,5,female,dog,unknown,neutered_female,Akita,10,unknown
AnimalAdoption,Scott,Peru,Tenerife,Murcia,23451,1468,278,61,1129,1081,87,Botánico,Ingeniería mecánica y metalurgia,married,4,detached house,dog,16,other,turtles,no,unknow,Gran Basset Griffon Vendeano,4,dead
AnimalShelter,Stacey,Peru,Málaga,Las Palmas,26918,4500,1553,1671,1276,1122,51,Geógrafo,ESO,single,17,semi-detached house,snake,17,other,hamster,no,intact_female,Komondor,15,vet
PublicationAdoption,Bonnie,España,La Gomera,Lugo,49155,1465,813,563,89,1178,14,Sociólogo,Tecnología y protección del medio ambiente,relationship,17,loft,cat,16,,cat,,neutered_female,Scottish terrier,14,sick
Pages,Janice,Costa Rica,Málaga,Telde,92854,3698,1304,513,1881,412,80,Sociólogo,Psicología,separated,5,flat,dog,8,male,,,,,0,
Pages,Evelyn,Republica de Irlanda,Badajoz,Jerez de la Frontera,59779,2255,1079,1030,146,796,42,Técnico de sonido,Bellas artes,separated,19,quadplex,dog,2,female,,,,,0,
Animal,Patrick,Nicaragua,Huesca,Sabadell,76915,2675,1390,1106,179,1561,34,Ingeniero,Economía,separated,7,semi-detached house,,10,,other,yes,unknow,Bouvier des Flandres,8,vet
PublicationAdoption,Michelle,Venezuela,La Palma,Jerez de la Frontera,94669,3466,342,1791,1333,937,14,,Contabilidad y fiscalización,single,5,ground floor with garden,bunny,12,,cat,unknown,intact_female,Ariegeois,19,dead
AnimalShelter,Toshia,Republica Dominicana,Tenerife,Melilla,37036,1789,705,404,680,1243,99,Paleontólogo,Magisterio,single,12,ground floor,cat,20,male,bunny,yes,neutered_female,Glen of Imaal Terrier,0,healthy
PublicationAdoption,Maurice,India,Orense,Basque Country,75570,2283,1584,554,145,1231,33,Profesor,Trabajo y atención social,,0,triplex,bunny,6,male,bunny,,intact_female,Griffon leonado de Bretaña,8,vet
Pages,Lydia,Singapur,Granada,Santander,11466,2077,1091,590,396,476,50,Carpintero,Derecho,relationship,9,duplex,cat,11,,,,,,0,
Animal,Jodi,Chile,León,Valladolid,28295,4343,1795,1595,953,175,43,Frutero,Criminología,separated,16,quadplex,turtles,17,female,other,unknown,neutered_female,Basset de Artois,7,healthy
AnimalAdoption,Linda,Uruguay,Córdoba,Ortigueira,53157,1184,713,20,451,1159,61,Médico cirujano,Administración y gestión de empresas,,5,,other,20,female,other,no,intact_male,Kuvasz,12,adopted
PublicationAdoption,Abraham,Chile,Castellón,Sestao,14788,2239,683,1372,184,971,3,Carpintero,Derecho,divorced,7,semi-detached house,cat,7,male,dog,yes,castrated_male,Akita americano,19,other
PublicationAdoption,Mary,Republica de Irlanda,Avila,Antequera,91625,2656,660,1121,875,871,14,Politólogo,Criminología,married,6,loft,cat,3,other,snake,yes,intact_female,Gran Basset Griffon Vendeano,0,other
AnimalAdoption,Amber,Guatemala,El Hierro,Madrid,21138,2051,2,1008,1041,1275,83,Profesor,Mercadotecnia y publicidad,separated,15,bungalows,turtles,6,other,dog,unknown,intact_male,Jack Russell terrier,3,foster
AnimalShelter,Patricia,Colombia,Huelva,Madrid,99234,2749,1114,1139,496,921,81,Periodista,ESO,single,17,detached house,other,16,nobinary,turtles,,castrated_male,Griffon Bleu de Gascogne,6,sick
AnimalShelter,Scott,Singapur,Mallorca,Vilanova i la Geltrú,19918,3874,1616,1500,758,500,29,Biólogo,Sociología y antropología,relationship,9,duplex,cat,19,female,dog,,unknow,Saarloos,16,sick
Animal,Phyllis,Chile,Valencia,Luarca,86023,2625,568,414,1643,440,36,Periodista,Ingeniería mecánica y metalurgia,separated,1,attic,dog,1,female,bunny,,neutered_female,American staffordshire terrier,10,unknown
Animal,Jerry,Peru,Pontevedra,Bujalance,59231,3310,1085,1832,393,183,35,Historiador,Sociología y antropología,married,12,bungalows,dog,10,other,turtles,unknown,intact_female,Komondor,6,healthy
AnimalShelter,Victoria,El Salvador,Cádiz,Cáceres,37816,1797,360,87,1350,596,6,Ingeniero,Ingeniería química,married,10,triplex,hamster,0,female,turtles,yes,intact_female,Teckel (Dachshund),13,adopted
Pages,Joseph,Alemania,Valencia,La Línea,14816,2934,1354,181,1399,987,3,Carpintero,Negocios y comercio,relationship,15,loft,dog,3,,,,,,0,
Pages,Bertha,Uruguay,El Hierro,Almadén,87357,4703,1169,1857,1677,1351,44,Arquitecto,Bachillerato,single,7,loft,other,19,other,,,,,0,
AnimalAdoption,Michael,Alemania,Castellón,Lugo,78685,2390,902,758,730,40,15,Historiador,Criminología,relationship,2,detached house,bunny,2,,cat,unknown,unknow,Dogo del Tibet,0,other
PublicationAdoption,Jose,Ecuador,Cádiz,Álava,97846,3110,1512,683,915,838,40,Carpintero,Economía,single,10,,,20,other,dog,yes,castrated_male,Mastín Napolitano,12,unknown
Pages,Abe,El Salvador,La Palma,Coín,65230,3557,1106,972,1479,767,54,Secretaria,ESO,single,12,apartment,cat,20,female,,,,,0,
Animal,Sandra,Reino Unido,Menorca,Cieza,46645,1104,130,771,203,1085,92,Historiador,Trabajo y atención social,single,19,duplex,dog,19,male,cat,yes,castrated_male,Collie de Pelo Largo,18,adopted
Animal,Patrick,España,Sevilla,Castile–La Mancha,48759,1568,573,982,13,289,54,Artesano,"Negocios y administración, programas multidisciplinarios o generales",relationship,15,triplex,cat,16,,other,yes,intact_female,Gran Munsterlander,20,dead
AnimalAdoption,Jane,Francia,Jaén,Santander,84445,2252,812,983,457,97,95,Contador,"Negocios y administración, programas multidisciplinarios o generales",,4,semi-detached house,cat,2,,snake,yes,unknow,Sabueso Francés blanco y negro,14,sick
PublicationAdoption,Carmelo,Cuba,Guipuzcoa,Alcázar de San Juan,50454,3831,1560,1487,784,278,22,Contador,Criminología,divorced,8,ground floor with garden,snake,16,other,cat,unknown,castrated_male,Balkan Hound,12,foster
PublicationAdoption,Carol,Mexico,Las Palmas de Gran Canaria,Guipúzcoa,99410,1376,724,474,178,1767,60,Biólogo,Trabajo y atención social,relationship,8,semi-detached house,bunny,12,female,other,no,unknow,Spitz Japonés,10,adopted
Animal,John,Colombia,El Hierro,Guipúzcoa,47960,3716,1178,706,1832,1063,0,Biólogo,Trabajo y atención social,,10,studio,dog,13,female,bunny,no,intact_female,Terrier checo (Ceský teriér),15,foster
AnimalAdoption,Walter,Singapur,Ciudad Real,Chiclana de la Frontera,94298,4664,1269,1658,1737,175,94,Cocinero,Negocios y comercio,relationship,5,ground floor,turtles,13,,turtles,no,castrated_male,English Toy Terrier,3,vet
AnimalAdoption,Christopher,Pakistan,Tarragona,Cáceres,73746,2772,1558,64,1150,1375,75,Secretaria,Ingeniería Informatica,single,0,loft,,0,female,dog,unknown,neutered_female,Lowchen (Pequeño Perro León),20,adopted
AnimalAdoption,Violet,Alemania,Pontevedra,Lleida,77334,1309,812,464,33,59,35,Biólogo,Tecnologías de la información y comunicación,married,13,attic,,0,female,bunny,,intact_male,Staffordshire terrier americano,5,dead
AnimalAdoption,Thomas,Pakistan,Lérida,Cantabria,36149,4984,1884,1601,1499,1834,38,Electricista,Bellas artes,separated,11,ground floor with garden,snake,13,nobinary,bunny,,castrated_male,King Charles Spaniel,8,adopted
Pages,Karen,Republica de Irlanda,Cuenca,El Puerto de Santa María,91441,2799,1217,912,670,534,60,Biólogo,Magisterio,married,0,loft,bunny,8,,,,,,0,
AnimalAdoption,Louis,Bolivia,Ceuta,Jaca,94643,1673,21,1029,623,206,29,Geógrafo,Bellas artes,married,15,attic,cat,15,other,bunny,unknown,intact_male,Keeshond,9,healthy
AnimalShelter,Krystal,Nicaragua,Lanzarote,Zaragoza,49798,2397,64,852,1481,953,0,Mecánico,Ciencias políticas,single,15,flat,hamster,4,,turtles,no,unknow,Epagneul Picard,15,adopted
